f1_tr_mean,f1_tr_std,f1_val_mean,f1_val_std,precision_tr_mean,precision_tr_std,precision_val_mean,precision_val_std,recall_tr_mean,recall_tr_std,recall_val_mean,recall_val_std,acc_tr_mean,acc_tr_std,acc_val_mean,acc_val_std
0.9761851675036339,0.0003036438242749477,0.9762304884426957,0.00045538714116209614,0.9818138713097031,0.0001727102558022335,0.9818440587223277,0.0002609948063135355,0.9758857989836252,0.0003051212354457301,0.9759303371976074,0.0004576737773325948,0.9615752195350022,0.00046997877739758063,0.9616211219739134,0.0007049627616555978
