f1_tr_mean,f1_tr_std,f1_val_mean,f1_val_std,precision_tr_mean,precision_tr_std,precision_val_mean,precision_val_std,recall_tr_mean,recall_tr_std,recall_val_mean,recall_val_std,acc_tr_mean,acc_tr_std,acc_val_mean,acc_val_std
0.9856825141649027,0.0003448991702988103,0.9856314918144238,0.0003570838157838953,0.987281804028209,0.00027671476098334953,0.9872286438353747,0.0002916760342508729,0.985735460191982,0.0003390511416923187,0.9856880701568649,0.0003520625952285252,0.9770032867994318,0.0005482900981061287,0.9769078200775002,0.0005915746163728022
