f1_tr_mean,f1_tr_std,f1_val_mean,f1_val_std,precision_tr_mean,precision_tr_std,precision_val_mean,precision_val_std,recall_tr_mean,recall_tr_std,recall_val_mean,recall_val_std,acc_tr_mean,acc_tr_std,acc_val_mean,acc_val_std
0.9898782082709932,0.0010708889076218439,0.989955836943573,0.0009671550147959434,0.9904981355801119,0.0012297904288373792,0.9905617737669192,0.0011139734747341796,0.9898209580274797,0.0010695901150512188,0.9898999523582658,0.0009684707846895086,0.98166003477047,0.0024642126924982162,0.9818142389286244,0.0022274253665827614
