f1_tr_mean,f1_tr_std,f1_val_mean,f1_val_std,precision_tr_mean,precision_tr_std,precision_val_mean,precision_val_std,recall_tr_mean,recall_tr_std,recall_val_mean,recall_val_std,acc_tr_mean,acc_tr_std,acc_val_mean,acc_val_std
0.9998811943518872,2.0337641007509593e-05,0.9998147403583457,5.469892400251668e-05,0.9998812197942272,2.0336769543501398e-05,0.9998148349507423,5.464278894762244e-05,0.9998811876529267,2.033738390091676e-05,0.9998147265893811,5.470293095989577e-05,0.9997075894335401,6.0833916983190516e-05,0.999519476239484,0.00016295361565044555
