f1_tr_mean,f1_tr_std,f1_val_mean,f1_val_std,precision_tr_mean,precision_tr_std,precision_val_mean,precision_val_std,recall_tr_mean,recall_tr_std,recall_val_mean,recall_val_std,acc_tr_mean,acc_tr_std,acc_val_mean,acc_val_std
0.9911694116586354,0.0005711924461287646,0.9911863043495857,0.000966993323440355,0.9917773930681187,0.0004757224863210563,0.9917819783701493,0.0008212767708090453,0.9911337756446452,0.0005765376949736776,0.9911527535157836,0.0009724632607934813,0.9844399306465912,0.0008695795141178134,0.9844676542449129,0.0017366138625161689
