clf__C,mean_val_acc,std_val_acc,mean_val_f1,std_val_f1,mean_val_precision,std_val_precision,mean_val_recall,std_val_recall
130.10252169108315,0.9983617700118528,0.0002759503128249818,0.9991534463738968,0.00015079520550040799,0.9991589108706252,0.00014999929017982383,0.9991530268702226,0.00015072144332554463
