clf__C,mean_val_acc,std_val_acc,mean_val_f1,std_val_f1,mean_val_precision,std_val_precision,mean_val_recall,std_val_recall
392.5342450813759,0.9900608979681726,0.0006155358818633824,0.9942429551815974,0.00030734203247343936,0.9944676249885904,0.00030086857278852384,0.9942264664986836,0.0003046531462909561
