f1_tr_mean,f1_tr_std,f1_val_mean,f1_val_std,precision_tr_mean,precision_tr_std,precision_val_mean,precision_val_std,recall_tr_mean,recall_tr_std,recall_val_mean,recall_val_std,acc_tr_mean,acc_tr_std,acc_val_mean,acc_val_std
0.9880684873403744,0.0005478993820674175,0.9880528032549967,0.0003448329712391192,0.9894160432795889,0.00045797654278344327,0.9893879195367139,0.00028869589399251625,0.9880093638245813,0.0005303935198327182,0.9879942829919008,0.00033512247700445013,0.9804172018979603,0.000523654848221479,0.9802741612359023,0.0005800262532488204
