f1_tr_mean,f1_tr_std,f1_val_mean,f1_val_std,precision_tr_mean,precision_tr_std,precision_val_mean,precision_val_std,recall_tr_mean,recall_tr_std,recall_val_mean,recall_val_std,acc_tr_mean,acc_tr_std,acc_val_mean,acc_val_std
0.9999917652349992,5.682527723113648e-06,0.9999435389721256,2.9755420175876875e-05,0.9999917663963511,5.681726307396383e-06,0.9999435677328531,2.9730946543015356e-05,0.9999917654808959,5.682358031478409e-06,0.999943535722478,2.9759287234185785e-05,0.9999730974119249,2.430896640621501e-05,0.9998514979247017,7.192740008477532e-05
