f1_tr_mean,f1_tr_std,f1_val_mean,f1_val_std,precision_tr_mean,precision_tr_std,precision_val_mean,precision_val_std,recall_tr_mean,recall_tr_std,recall_val_mean,recall_val_std,acc_tr_mean,acc_tr_std,acc_val_mean,acc_val_std
0.9894599246783006,0.000359094167604738,0.9895216915885715,0.0002118029306094368,0.9903191346853257,0.0003204271277099921,0.9903537935900836,0.00018660711035662148,0.9894304065499717,0.000353136624165761,0.989494115363577,0.00021210017309816276,0.9819872009484347,0.0006881196296081246,0.9820781992817279,0.0005328709749664709
